Primary Song Record,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Title,Alternative Title,General Summary,Main Location,Composer (if known),Top-Level Identifier,Related Songs,Refs,LV Version Identifier,Version Title,Version Alternative Title,Version Summary,LanguageEnglish,LanguageGaelic,LanguageScots,LanguageOther,LV Singer ID,Singer First Name,Singer Surname,Singer Native Area,Singer Native Latitude,Singer Native Longitude,Singer Other Area,Singer Other Latitude,Singer Other Longitude,Collector,Date Collected,Source,Location 1,Loc. 1 Lat.,Loc. 1 Long.,Location 2,Loc. 2 Lat.,Loc. 2 Long.,Location 3,Loc. 3 Lat.,Loc. 3 Long.,Roud,Greig-Duncan,Child,Laws,ItemNote,Hyperlink,Tag cloud,Add lyrics,Photo?
Barbara Allan,,Barbara Allan dies of grief after her admirer dies of a broken heart because of his unrequited love.,,,LV006,,,LV006.005,Barbary Allen,,"The young man is in love with Barbary Allen and when he falls ill sends for her. She is very cold to him and when he tells her a kiss would cure him she refuses. He offers her a silver watch and a guinea gold chain. She leaves but hears the death bell tolling. She asks her mother to make her bed as she is going to die for the loss of her true love, who has died for her.

Hamish Henderson introduces Jean Redpath as the best thing that has happened in the Folk Revival.",TRUE,FALSE,TRUE,FALSE,ID022,Hamish,Henderson,"Blairgowrie, Perthshire",56.588823,-3.345894,,,,Fred E. Kent,1971,School of Scottish Studies Sound Archive SA1971.192.3,"Blairgowrie, Perthshire",56.588823,-3.345894,,,,,,,54,1193,84,,"7 verses. Tragic ballad.

See:
Greig-Duncan vol. 6, pp. 296-300
Ord pp. 476-477",http://www.tobarandualchais.co.uk/fullrecord/66621/1,,,
Barbara Allan,,Barbara Allan dies of grief after her admirer dies of a broken heart because of his unrequited love.,,,LV006,,,LV006.006,Barbara Allan,,"During his research on music, Jeemsie Laurenson has found a lot of variation between Shetland versions of songs and the printed originals. Many tunes came from the southern whalers and were adapted by the Shetlanders. One of the most interesting of these is the Shetland version of the tune 'Barbara Allan'.

Jeemsie sings part of the ""real"" tune of 'Barbara Allan' and then the entire song in Shetland style. Jeemsie considers the tune to be a Shetland composition. He sings it to the printed words and then sings the last verse again in Shetland dialect as sung in Fetlar.",TRUE,FALSE,TRUE,FALSE,ID034,James,Laurenson,"Fetlar, Shetland",60.616667,-0.866667,,,,Peter R. Cooke,1972.06.01,School of Scottish Studies Sound Archive SA1972.105,"Fetlar, Shetland",60.616667,-0.866667,,,,,,,54,1193,84,,,http://www.tobarandualchais.co.uk/fullrecord/78105/1,,,
Barbara Allan,,Barbara Allan dies of grief after her admirer dies of a broken heart because of his unrequited love.,,,LV006,,,LV006.007,Barbara Allan,,"In this ballad a young man lies dying for love of Barbara Allan, and his servants summon her to his bedside. Yet when she arrives, she treats him callously [and refuses to heal him with her love]. When the young man dies, she repents of her cruelty, and leaves instructions to her mother for her burial, as she will die of grief. The song closes with her warning to young virgins, ""Shun the fault I fell in / Henceforth take warning by the fall of cruel Barbara Allan"".",TRUE,FALSE,FALSE,FALSE,ID039,Stewart,Lowden,Edinburgh,55.953252,-3.188267,,,,Hamish Henderson,1954.05,School of Scottish Studies Sound Archive SA1954.33.A7,Edinburgh,55.953252,-3.188267,,,,,,,54,1193,84,,"9 verses of 4 lines.

See:  
Greig-Duncan vol. 6, pp. 296-300
Ord, pp. 476-477	
'Last Leaves of Traditional Ballads' (A. Keith, G. Greig, 1925) pp. 67-70
'Ancient & Modern Scottish Songs' vol. 1 (D. Herd, 1869/1973) pp. 19-20",http://www.tobarandualchais.co.uk/fullrecord/30121/1,,,
Barbara Allan,,Barbara Allan dies of grief after her admirer dies of a broken heart because of his unrequited love.,,,LV006,,,LV006.008,Barbara Allen,,"The young man is dying and sends for his beloved Barbara Allan, believing a kiss from her will make him better. She refuses, and turns down his gifts, because she has heard he spoke disrespectfully of her in the tavern. She leaves, but hears the death bell knelling. She goes home and tells her mother to make her bed as her love is dead and she will die tomorrow.

Willie Mathieson heard this version long ago, from a woman at the threshing. He and Hamish Henderson comment on Barbara's cruelty.",FALSE,FALSE,TRUE,FALSE,ID052,Willie,Mathieson,"Ellon, Aberdeenshire",57.364597,-2.072972,,,,Hamish Henderson,1952.01,School of Scottish Studies Sound Archive SA1952.15.B4,"Ellon, Aberdeenshire",57.364597,-2.072972,,,,,,,54,1193,84,,"Text and music transcribed in School of Scottish Studies. 11 verses. Not in Willie Mathieson's MSS. Corresponds exactly to Ord p. 476. Sung to one of Mr Mathieson's favourite tunes. 

See:
Ord pp. 476-477
'Last Leaves of Traditional Ballads' (A. Keith & G. Greig, 1925) no. XXXII",http://www.tobarandualchais.co.uk/fullrecord/2742/1,,,
Barbara Allan,,Barbara Allan dies of grief after her admirer dies of a broken heart because of his unrequited love.,,,LV006,,,LV006.009,Barbara Allen,,"In this ballad, a young man lies dying for love of Barbara Allen. When she comes to his bedside, she treats him callously and refuses to heal him with her love. She learns of his death soon after and repents of her cruelty. Dying of grief, she leaves instructions for her burial.

Preceded by a long introduction.",TRUE,FALSE,FALSE,FALSE,ID065,Anne,Neilson,Rutherglen,55.828972,-4.224269,,,,Margaret Bennett & Tom A. McKean,1993.04.08,School of Scottish Studies Sound Archive SA1993.30,Rutherglen,55.828972,-4.224269,,,,,,,54,1193,84,,Recorded at the 'Muckle Sangs' concert at Edinburgh Folk Festival.,http://www.tobarandualchais.co.uk/fullrecord/99752/1,,,
Barbara Allan,,Barbara Allan dies of grief after her admirer dies of a broken heart because of his unrequited love.,,,LV006,,,LV006.010,Barbara Allen,,"Tragic ballad about a young man lies dying for love of Barbara Allen. When she comes to his bedside, she treats him callously and refuses to heal him with her love. She learns of his death soon after and repents of her cruelty. She dies herself soon after.

The tune was learned from the singing of Jane Turriff, on a tape made by Arthur Argo.",FALSE,FALSE,TRUE,FALSE,ID068,Jean,Redpath,"Leven, Fife",56.19632,-2.996578,,,,Tom Atkinson,1978.03.01,School of Scottish Studies Sound Archive SA1978.34.A1,"Leven, Fife",56.19632,-2.996578,,,,,,,54,1193,84,,,http://www.tobarandualchais.co.uk/fullrecord/85353/1,,,
Andrew Lammie,Mill o Tifty's Annie,"Song telling of the love between Andrew Lammie and Tifty's Annie. Disapproving of their love, Annie's father complains to Lord Fyvie, as Andrew Lammie is the Lord's trumpeter. Annie remains true to Andrew, but suffers the wrath of her brother, who murders her. ",Fyvie,,LV007,,,LV007.001,Andrew Lammie,,"This ballad tells of the love between Andrew Lammie and Annie of the Mill of Tifty. Annie's father disapproves and complains to Lord Fyvie, as Andrew Lammie is his trumpeter. Fyvie sends Andrew to Edinburgh, and Annie predicts she will die before he returns. Her father offers to marry her to a man of higher degree, but she refuses. Her parents strike her out of shame, and she is scorned by her sister; her brother is the most severe, breaking her back and killing her. Annie's father and Lord Fyvie then regret not allowing her to marry as she wanted. When Andrew returns, he is grief-stricken and dies of sorrow. The singer warns parents not to forbid their childrens' true love, lest they meet the fate of Annie and Andrew.

Ethel Findlater learned the song from her mother when about ten years old.",TRUE,FALSE,TRUE,FALSE,ID017,Ethel,Findlater,"Dounby, Orkney",59.067798,-3.227541,,,,Alan J. Bruford,1969.06.23,School of Scottish Studies Sound Archive SA1969.51.A1,Mill of Tifty,57.456245,-2.377242,,,,,,,98,1018,233,,"55 verses of 4 lines. There is some historical basis for the existence of the couple. Andrew Lammie was indeed trumpeter to the Laird of Fyvie. He is said to have loved one Agnes Smith ('Annie'). Desiring Agnes himself, the Laird of Fyvie had Andrew Lammie sent to the West Indies. Although he was eventually able to get back to Scotland, Andrew found that Agnes had passed away, with her grave in Fyvie recording her death on 19th January 1673 (the gravestone is said to have become illegible since, and there is some debate about the exact date). Andrew supposedly cursed the Laird upon his own deathbed.

See:  
Greig-Duncan vol. 5, pp. 300-312, no. 1018
'Traveller's Joy' (M. Yates, 2006) pp. 114-115
'Come Gie's a Sang' (S. Douglas, 1995) pp. 16-17
'The Scottish Ballads' (R. Chambers, 1829) pp. 137-143
'Book of Scottish Ballads' (A. Whitelaw, 1845) pp. 265-267
'Jeannie Robertson' (J. Porter & H. Gower, 1995) pp. 258-262
'Ballads of Scotland' vol. 2 (W .E. Aytoun, 1858) pp. 296-302
'Traditional Ballad Airs' vol. 1 (W. Christie, 1876) pp. 48-49
'Minstrelsy Ancient & Modern' (W. Motherwell, 1827) pp. 239-251
'Till Doomsday in the Afternoon' (E. MacColl & P. Seeger, 1986) pp. 184-186
'Folk-Song of the North-East' (G. Greig, K. Goldstein & A. Argo, 1963 reprint) art. XXXIV
'Traditional Tunes of the Child Ballads' vol. 3 (B. H. Bronson & F. J. Child, 1959) pp. 385-390",http://www.tobarandualchais.co.uk/fullrecord/63740/1,,,
Andrew Lammie,Mill o Tifty's Annie,"Song telling of the love between Andrew Lammie and Tifty's Annie. Disapproving of their love, Annie's father complains to Lord Fyvie, as Andrew Lammie is the Lord's trumpeter. Annie remains true to Andrew, but suffers the wrath of her brother, who murders her. ",Fyvie,,LV007,,,LV007.002,Andrew Lammie,,"A fragment of the ballad 'Andrew Lammie'; these opening verses introduce the main characters in the song, and describe Annie's beauty.

Sheila Stewart learned the song by picking up the tune and various verses here and there.",FALSE,FALSE,TRUE,FALSE,ID091,Sheila,Stewart,"Blairgowrie, Perthshire",56.588823,-3.345894,,,,Hamish Henderson,1953,School of Scottish Studies Sound Archive SA1953.238.A7,Mill of Tifty,57.456246,-2.377243,,,,,,,98,1018,233,,"Two verses; Sheila Stewart states that she knows forty-eight verses in total, which is consistent with the length of other versions.

This song tells of the love between Andrew Lammie and Tifty's Annie. Disapproving of their love, Annie's father complains to Lord Fyvie, as Andrew Lammie is his trumpeter. Annie remains true to Andrew, but suffers the wrath of her brother, who murders her. 

There is some historical basis for the existence of the couple. Andrew Lammie was indeed trumpeter to the Laird of Fyvie. He is said to have loved one Agnes Smith ('Annie').

Desiring Agnes himself, the Laird of Fyvie had Andrew Lammie sent to the West Indies. Although he was eventually able to get back to Scotland, Andrew found that Agnes had passed away, with her grave in Fyvie recording her death on January 19, 1673 (the gravestone is said to have become illegible since, and there is some debate about the exact date). Andrew allegedly cursed the Laird upon his own deathbed.

See:
Greig-Duncan vol. 5, no. 1018
'Jeannie Robertson' (Porter & Gower) pp. 258-262",http://www.tobarandualchais.co.uk/fullrecord/26090/1,,,
Andrew Lammie,Mill o Tifty's Annie,"Song telling of the love between Andrew Lammie and Tifty's Annie. Disapproving of their love, Annie's father complains to Lord Fyvie, as Andrew Lammie is the Lord's trumpeter. Annie remains true to Andrew, but suffers the wrath of her brother, who murders her. ",Fyvie,,LV007,,,LV007.003,Andrew Lammie,,"A man who lived at Tifty near Fyvie had a lovely daughter who fell in love with the trumpeter of Fyvie. She takes to her bed to die.

John Strachan recalls the putting up of a statue to Annie Smith. 

He believes that pronunciation of words is vital in singing, and Hamish Henderson tells him that an Irishman in London said that he had never heard words spoken as clearly as in Mr Strachan's songs. Mr Strachan laughingly says that he is being appreciated when he is nearly 80.",FALSE,FALSE,TRUE,FALSE,ID092,John,Strachan,"Fyvie, Aberdeenshire",57.422112,-2.385782,,,,Hamish Henderson,1952,School of Scottish Studies Sound Archive SA1952.25.B8 (B20),Mill of Tifty,57.456247,-2.377244,,,,,,,98,1018,233,,"3 verses. The first two verses and the last verse of the famous ballad based on the true story of a young girl who was killed because she loved a man beneath her station.

See:
Greig-Duncan vol. 5, pp. 300-312",http://www.tobarandualchais.co.uk/fullrecord/20550/1,,,
Andrew Lammie,Mill o Tifty's Annie,"Song telling of the love between Andrew Lammie and Tifty's Annie. Disapproving of their love, Annie's father complains to Lord Fyvie, as Andrew Lammie is the Lord's trumpeter. Annie remains true to Andrew, but suffers the wrath of her brother, who murders her. ",Fyvie,,LV007,,,LV007.004,The Mill o Tifty's Annie,,"This ballad tells of the love between Andrew Lammie and Annie of the Mill of Tifty. Annie's father disapproves and complains to Lord Fyvie, as Andrew Lammie is his trumpeter. Fyvie sends Andrew to Edinburgh, and Annie predicts she will die before he returns. Her father offers to marry her to a man of higher degree, but she refuses. Her parents strike her out of shame, and she is scorned by her sister; her brother is the most severe, breaking her back and killing her. Annie's father and Lord Fyvie then regret not allowing her to marry as she wanted. When Andrew returns, he is grief-stricken and dies of sorrow. The singer warns parents not to forbid their childrens' true love, lest they meet the fate of Annie and Andrew.

Ethel Findlater learned the song from her mother when about twelve years old.",TRUE,FALSE,FALSE,FALSE,ID031,Elsie,Johnston,"Dounby, Orkney",59.067798,-3.227541,,,,Alan J. Bruford,1966.08.31,School of Scottish Studies Sound Archive SA1966.44.A3; SA1966.44.B1,Mill of Tifty,57.456248,-2.377245,,,,,,,98,1018,233,,"Sung in unison. Tape runs out during last verse - tape break, then last verse repeated.",http://www.tobarandualchais.co.uk/fullrecord/93232/1,,,
Andrew Lammie,Mill o Tifty's Annie,"Song telling of the love between Andrew Lammie and Tifty's Annie. Disapproving of their love, Annie's father complains to Lord Fyvie, as Andrew Lammie is the Lord's trumpeter. Annie remains true to Andrew, but suffers the wrath of her brother, who murders her. ",Fyvie,,LV007,,,LV007.005,Andrew Lammie,,"At Mill of Tifty, the miller's daughter Annie falls in love with Andrew Lammie, trumpeter to Lord Fyvie. Her father finds out and writes to Lord Fyvie accusing Lammie of bewitching Annie. Lord Fyvie speaks to Lammie and they lament Tifty's pride that will not let him consent to a marriage, and Andrew swears he has used no black art but just love. He sends a message to Annie to meet him. He tells her he is going to Edinburgh but will come back with her wedding gown. She tells him she will be dead before he returns. Tifty sneers at the sound of Andrew's horn as the lowing of Annie's cow and she says she would rather have that than all her father's cattle. She says if he strikes her, her cries will be heard.

Lord Fyvie comes by and asks what is wrong; she says love, and he urges Tifty to consent to the marriage. Indeed if she were of higher rank he would wed her himself. Annie says she would not give up Andrew Lammie for all Lord Fyvie's lands. Her enraged father strikes her, as do her mother and sister, and her brother hits her so hard he breaks her back on the hall door. She asks why they are so cruel when she has done nothing wrong. She asks her mother to make her bed and turn her face to Fyvie. Lord Fyvie grieves and her father bitterly regrets not allowing the marriage. When Andrew comes home he is distraught. He says he will die tomorrow, and charges parents to take care when crossing their children.

Willie Mathieson wrote the ballad down when he was ten years old. He learned it from John Shewan, shepherd at Fortrie, Auchnagatt.",FALSE,FALSE,TRUE,FALSE,ID052,Willie,Mathieson,"Ellon, Aberdeenshire",57.364597,-2.072972,,,,Hamish Henderson,1952.01,School of Scottish Studies Sound Archive SA1952.06.B3,Mill of Tifty,57.456249,-2.377246,,,,,,,98,1018,233,,"Text and music transcribed in School of Scottish Studies. 50 verses. This long ballad is based on a true story (see next track on same tape, SA1952.6).

See:
Greig-Duncan vol. 5, pp. 300-312
Willie Mathieson's MSS I:246; another text, III:208",http://www.tobarandualchais.co.uk/fullrecord/15838/1,,,
Andrew Lammie,Mill o Tifty's Annie,"Song telling of the love between Andrew Lammie and Tifty's Annie. Disapproving of their love, Annie's father complains to Lord Fyvie, as Andrew Lammie is the Lord's trumpeter. Annie remains true to Andrew, but suffers the wrath of her brother, who murders her. ",Fyvie,,LV007,,,LV007.006,Andrew Lammie,,"This song tells of the love between Andrew Lammie and Tifty's Annie. Disapproving of their love, Annie's father complains to Lord Fyvie, as Andrew Lammie is the Lord's trumpeter. Annie remains true to Andrew, but suffers the wrath of her brother, who murders her. 

Jeannie Robertson recites an extra verse, and then explains that the ballad tells a true story. Andrew Lammie, heartbroken after the death of his lover, apparently disappeared, never to be seen again. The location of Annie's grave is still known, and at the site of the Mill o Tifty, a stone has been said to weep. Hamish Henderson asks if she is familiar with the story told by Robin [?], that two flowers grew, one on either side of the grave [the tape ends, but the truncated reply suggests she was not familiar with this legend].",FALSE,FALSE,TRUE,FALSE,ID072,Jeannie,Robertson,Aberdeen,57.149717,-2.094278,,,,Hamish Henderson & Jean Ritchie,1953.09,School of Scottish Studies Sound Archive SA1953.197.5,Mill of Tifty,57.45625,-2.377247,,,,,,,98,1018,233,,"21 verses. There is some historical basis for the identities of the couple. Andrew Lammie was indeed trumpeter to the Laird of Fyvie. He is said to have loved one Agnes Smith ('Annie').

Desiring Agnes himself, the Laird of Fyvie had Andrew Lammie sent to the West Indies. Although he was eventually able to get back to Scotland, Andrew found that Agnes had passed away, with her grave in Fyvie recording her death on January 19, 1673. (The gravestone is said to have become illegible since, and there is some debate about the exact date.) Andrew supposedly cursed the Laird upon his own deathbed.

See: 
Greig-Duncan vol. 5, no. 1018
'Jeannie Robertson' (Porter & Gower) pp. 258-262",http://www.tobarandualchais.co.uk/fullrecord/24187/1,,,
Andrew Lammie,Mill o Tifty's Annie,"Song telling of the love between Andrew Lammie and Tifty's Annie. Disapproving of their love, Annie's father complains to Lord Fyvie, as Andrew Lammie is the Lord's trumpeter. Annie remains true to Andrew, but suffers the wrath of her brother, who murders her. ",Fyvie,,LV007,,,LV007.007,Andrew Lammie,,"This ballad tells of the love between Andrew Lammie and Annie of the Mill of Tifty, with a description of how they courted. Lord Fyvie sends Andrew to Edinburgh, and Annie predicts she will die before he returns. She dies pining for him, and Andrew is grief-stricken on his return.

Preceded by introduction.",FALSE,FALSE,TRUE,FALSE,ID075,Stanley,Robertson,Aberdeen,57.149717,-2.094278,,,,Peter R. Cooke,1978.09.09,School of Scottish Studies Sound Archive SA1978.120,Mill of Tifty,57.456251,-2.377248,,,,,,,98,1018,233,,"Recorded at a Traditional Music and Song Association Kinross Festival Men's Singing Competition.

There is some historical evidence for the existence of the couple. Andrew Lammie was indeed trumpeter to the Laird of Fyvie. He is said to have loved one Agnes Smith ('Annie'). Desiring Agnes himself, the Laird of Fyvie had Andrew Lammie sent to the West Indies. Although he was eventually able to get back to Scotland, Andrew found that Agnes had passed away, with her grave in Fyvie recording her death on 19th January 1673 (the gravestone is said to have become illegible since, and there is some debate about the exact date). Andrew supposedly cursed the Laird upon his own deathbed.",http://www.tobarandualchais.co.uk/fullrecord/91118/1,,,
Andrew Lammie,Mill o Tifty's Annie,"Song telling of the love between Andrew Lammie and Tifty's Annie. Disapproving of their love, Annie's father complains to Lord Fyvie, as Andrew Lammie is the Lord's trumpeter. Annie remains true to Andrew, but suffers the wrath of her brother, who murders her. ",Fyvie,,LV007,,,LV007.008,Andrew Lammie,,Lilting of the air to the ballad 'Andrew Lammie'.,TRUE,TRUE,TRUE,TRUE,ID080,Betsy,Skea,"Rusness, Sanday, Orkney",59.248877,-2.546406,,,,Elizabeth Neilsen,1961.07,School of Scottish Studies Sound Archive SA1961.84.B32,Mill of Tifty,57.456252,-2.377249,,,,,,,98,1018,233,,,http://www.tobarandualchais.co.uk/fullrecord/44072/1,,,
Andrew Lammie,Mill o Tifty's Annie,"Song telling of the love between Andrew Lammie and Tifty's Annie. Disapproving of their love, Annie's father complains to Lord Fyvie, as Andrew Lammie is the Lord's trumpeter. Annie remains true to Andrew, but suffers the wrath of her brother, who murders her. ",Fyvie,,LV007,,,LV007.009,Andrew Lammie,,"A man who lived at Mill of Tiftie had a daughter Annie who fell in love with Lord Fyvie's trumpeter, Andrew Lammie. She lies awake thinking about their meetings.",TRUE,FALSE,TRUE,FALSE,ID087,Lucy,Stewart,"Fetterangus, Aberdeenshire",57.553105,-2.015331,,,,Hamish Henderson & James Porter,1972.10.17,School of Scottish Studies Sound Archive SA1972.219.B3,Mill of Tifty,57.456253,-2.37725,,,,,,,98,1018,233,,"8 verses. This version does not have the discovery and death of the heroine.

See:
Greig-Duncan vol. 5, pp. 300-312",http://www.tobarandualchais.co.uk/fullrecord/36896/1,,,
The Jolly Beggar,Davie Faa,"A Traveller is given permission to spend the night in a farmer's barn, and manages to seduce the farmer's daughter during the night. ",,,LV008,LV009,,LV008.001,Davie Faa,,"A nobleman disguises himself as a tinkler [travelling tinsmith] and goes visiting a farmer's beautiful daughter with the intention of gaining her maidenhead. He visits her father's house, asking if they have anything requiring mending, or if they could offer him a place to sleep. The daughter goes to the barn to get straw to make a bed for him. He bars the door, and has his way with her. After six months her mother notices she is pregnant and she confesses it was owing to the tinkler who stayed in their barn. She reveals he paid her fifty guineas as a nurse's fee, on promise of a further roll in the pease straw if he ever returned. She has the child and he is baptised Davie Faa, the name used by the tinkler.",FALSE,FALSE,TRUE,FALSE,ID010,Helen,Cargill,"Auchmithie, Angus",56.588963,-2.522745,,,,William Montgomerie,1952.08.31,School of Scottish Studies Sound Archive SA1952.54.2,"Auchmithie, Angus",56.588963,-2.522745,,,,,,,118,1473,279,,"Text transcribed in the School of Scottish Studies. 8 verses. A version of 'The Jolly Beggar' (Child 279). This appears to be something of a 'missing link' version between the most common versions of 'The Jolly Beggar', where the protagonist is a nobleman (often purported to refer to King James V), in disguise as a beggar or tinker, and Jeannie Robertson's 'Davie Faa' (on tape SA1953.247), which contains no reference to a nobleman in disguise. This version is strikingly similar in places to Jeannie Robertson's 'Davie Faa', especially the mention of pease straw, but has an additional second stanza mentioning the noble lord, and further verses mentioning a payment of fifty guineas towards the nurse's fee, and a promise of another roll in the straw the next time the tinker returns.

Textually very close to an English song, Roud 19112, 'The Barley Straw', although Roud does not appear to link this to Child 279. Cf. texts in Kennedy, 'Folksongs of Britain and Ireland' (1984, p. 419) and Porter & Gower, 'Jeannie Robertson: Emergent Singer, Transformative Voice' (1995, pp. 145-146).",http://www.tobarandualchais.co.uk/fullrecord/32537/1,,,
The Jolly Beggar,Davie Faa,"A Traveller is given permission to spend the night in a farmer's barn, and manages to seduce the farmer's daughter during the night. ",,,LV008,LV009,,LV008.002,The Jolly Beggar,,"The beggar will only sleep by the kitchen fire. He takes out his penknife and removes his rags, saying that had she been a decent girl he would have made her the Queen. He takes out a whistle and summons twenty-four men.

The contributor had the song from his mother.",FALSE,FALSE,TRUE,FALSE,ID076,William,Robertson,Aberdeen,57.149717,-2.094278,,,,Hamish Henderson,1954,School of Scottish Studies Sound Archive SA1954.100.B2,Aberdeen,57.149717,-2.094278,,,,,,,118,274,279,,"5 verses. Fragment.	

See:
Greig-Duncan vol. 2, pp. 296-302 
'The Scots Musical Museum' vol. 3 (J. Johnson) pp. 274-275, no. 266",http://www.tobarandualchais.co.uk/fullrecord/8969/1,,,
The Jolly Beggar,Davie Faa,"A Traveller is given permission to spend the night in a farmer's barn, and manages to seduce the farmer's daughter during the night. ",,,LV008,LV009,,LV008.003,Davie Faa,,"In this song, a Traveller is given permission to spend the night in a farmer's barn, and manages to seduce the farmer's daughter during the night. Before he leaves, she demands to know his name, which he tells her is Davie Faa. Nine months later, she gives birth to his child, who is given his father's name. The girl's father looks for a husband for her, and she marries a local farmer.",FALSE,FALSE,TRUE,FALSE,ID087,Lucy,Stewart,"Fetterangus, Aberdeenshire",57.553105,-2.015331,,,,Kenneth Goldstein,1960.04,School of Scottish Studies Sound Archive SA1960.167.A1,"Fetterangus, Aberdeenshire",57.553105,-2.015331,,,,,,,118,1473,279,,"9 verses of 4 lines; some hesitation in last two verses. This variation on Child 279 'The Jolly Beggar' substitutes a Traveller for the usual nobleman in disguise. Sung to a tune variant commonly known from the song 'A Pair o Nicky Tams'.

See:
'Scottish Studies' 16 (1972) pp. 152-153
'Folksongs of Britain & Ireland' (P. Kennedy, 1975) p. 419
'Traditional Tunes of the Child Ballads' vol. 4 (B. H. Bronson & F. J. Child, 1959) p. 223
'Jeannie Robertson: Emergent Singer, Transformative Voice' (J. Porter & H. Gower, 1995) pp. 147-149",http://www.tobarandualchais.co.uk/fullrecord/22428/1,,,
The Jolly Beggar,Davie Faa,"A Traveller is given permission to spend the night in a farmer's barn, and manages to seduce the farmer's daughter during the night. ",,,LV008,LV009,,LV008.004,The Jolly Beggar,,"In this song, a beggarman seeks lodgings at a house, insisting that he sleep next to the fireplace. When the daughter goes to bar the door at night, she encounters the beggar naked in the kitchen, and is seduced by him. He then blows his horn, whereupon he is joined by a group of noblemen. Taking off his tattered outer garments, he is revealed to be the finest gentleman amongst them.",FALSE,FALSE,TRUE,FALSE,ID085,Elizabeth,Stewart,Fetterangus,57.553105,-2.015331,,,,Peter R. Cooke & Akiko Takamatsu,1987.02.25,School of Scottish Studies Sound Archive SA1987.15.7,Fetterangus,57.553105,-2.015331,,,,,,,118,274,279,,,http://www.tobarandualchais.co.uk/fullrecord/80487/1,,,
The Jolly Beggar,Davie Faa,"A Traveller is given permission to spend the night in a farmer's barn, and manages to seduce the farmer's daughter during the night. ",,,LV008,LV009,,LV008.005,Davy Faa,,"A Traveller comes to a wealthy farm seeking work and lodgings. The daughter of the house goes to make a bed in the barn, and the Traveller follows and seduces her. She asks him his name and he tells her he is Davy Faa. The farmer offers three farms and gold to any man who will marry his daughter, for although she has tint [lost] her maidenhead she is none the worse for it.",TRUE,FALSE,TRUE,FALSE,ID027,Lizzie Ann,Higgins,Aberdeen,57.149717,-2.094278,,,,Ailie Edmunds Munro,1970.01,School of Scottish Studies Sound Archive SA1970.23.A1,Aberdeen,57.149717,-2.094278,,,,,,,118,1473,279,,"6 verses.  

See:
Greig-Duncan vol. 2, pp. 296-302",http://www.tobarandualchais.co.uk/fullrecord/45095/1,,,
The Jolly Beggar,Davie Faa,"A Traveller is given permission to spend the night in a farmer's barn, and manages to seduce the farmer's daughter during the night. ",,,LV008,LV009,,LV008.006,Davie Faa,,"In this song, a Traveller is given permission to spend the night in a farmer's barn, and manages to seduce the farmer's daughter during the night. Before he leaves, she demands to know his name, which he tells her is Davie Faa. Nine months later, she gives birth to his child, who is given his father's name. The girl's father looks for a husband for her, and she marries a local farmer.

Learned from Jeannie Robertson.",FALSE,FALSE,TRUE,FALSE,ID030,Jimmy,Hutchison,Daliburgh. South Uist,57.167963,-7.372962,Newburgh,56.350582,-3.241471,Peter R. Cooke,1971.04.26,School of Scottish Studies Sound Archive SA1971.070,Daliburgh. South Uist,57.167963,-7.372962,Newburgh,56.350582,-3.241471,,,,118,1473,279,,Recorded at a Traditional Music and Song Association ceilidh.,http://www.tobarandualchais.co.uk/fullrecord/89235/1,,,
The Jolly Beggar,Davie Faa,"A Traveller is given permission to spend the night in a farmer's barn, and manages to seduce the farmer's daughter during the night. ",,,LV008,LV009,,LV008.007,The Jolly Beggar,,"This song tells the tale of a ""beggar"" who comes seeking lodgings at a farm. As the daughter of the farmer gets up to bar the door at night, she encounters the beggar and they sleep together. The daughter did not realise he was the ""beggar"" and took him for a nobleman. She throws him out, and he blows a horn to summon his twenty-four belted knights, who arrive swiftly. He takes out a penknife and cuts off his beggar's clothing to reveal he is indeed a nobleman.",FALSE,FALSE,TRUE,FALSE,ID042,Norman,MacCaig,Edinburgh,55.953252,-3.188267,,,,William Montgomerie,1952.10.26,School of Scottish Studies Sound Archive SA1952.55.2,Edinburgh,55.953252,-3.188267,,,,,,,118,274,279,,"Text transcribed in the School of Scottish Studies. 10 verses with interlinear refrain.

Close to Child 279 version B, 'The Jolly Beggar'.",http://www.tobarandualchais.co.uk/fullrecord/32544/1,,,
